"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"25-29 years"	"25-29"	"2015"	"2015"	78	74510	104.7
	"Rhode Island"	"44"	"25-29 years"	"25-29"	"2016"	"2016"	73	75560	96.6
	"Rhode Island"	"44"	"25-29 years"	"25-29"	"2017"	"2017"	72	76419	94.2
	"Rhode Island"	"44"	"25-29 years"	"25-29"	"2018"	"2018"	64	76369	83.8
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"1999"	"1999"	63	74605	84.4
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2000"	"2000"	56	75594	74.1
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2001"	"2001"	66	74335	88.8
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2002"	"2002"	56	73546	76.1
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2003"	"2003"	90	71354	126.1
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2004"	"2004"	55	68807	79.9
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2005"	"2005"	46	65268	70.5
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2006"	"2006"	45	61673	73.0
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2007"	"2007"	61	59928	101.8
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2008"	"2008"	54	60561	89.2
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2009"	"2009"	48	61216	78.4
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2010"	"2010"	54	61163	88.3
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2011"	"2011"	59	62734	94.0
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2012"	"2012"	53	63920	82.9
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2013"	"2013"	71	64955	109.3
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2014"	"2014"	81	66047	122.6
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2015"	"2015"	95	67006	141.8
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2016"	"2016"	92	67547	136.2
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2017"	"2017"	98	68727	142.6
	"Rhode Island"	"44"	"30-34 years"	"30-34"	"2018"	"2018"	79	69862	113.1
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"1999"	"1999"	143	85892	166.5
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2000"	"2000"	129	85364	151.1
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2001"	"2001"	114	83761	136.1
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2002"	"2002"	125	81824	152.8
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2003"	"2003"	120	80193	149.6
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2004"	"2004"	95	78176	121.5
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2005"	"2005"	96	76167	126.0
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2006"	"2006"	81	73913	109.6
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2007"	"2007"	86	72067	119.3
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2008"	"2008"	77	68863	111.8
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2009"	"2009"	66	65958	100.1
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2010"	"2010"	90	63730	141.2
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2011"	"2011"	71	60462	117.4
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2012"	"2012"	65	59205	109.8
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2013"	"2013"	72	59257	121.5
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2014"	"2014"	74	60120	123.1
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2015"	"2015"	90	61386	146.6
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2016"	"2016"	96	62710	153.1
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2017"	"2017"	100	64303	155.5
	"Rhode Island"	"44"	"35-39 years"	"35-39"	"2018"	"2018"	109	65405	166.7
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"1999"	"1999"	163	83913	194.2
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2000"	"2000"	180	84946	211.9
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2001"	"2001"	189	86119	219.5
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2002"	"2002"	185	86773	213.2
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2003"	"2003"	195	86453	225.6
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2004"	"2004"	156	85796	181.8
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2005"	"2005"	170	84244	201.8
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2006"	"2006"	157	81882	191.7
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2007"	"2007"	150	78857	190.2
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2008"	"2008"	162	76560	211.6
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2009"	"2009"	154	74265	207.4
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2010"	"2010"	122	73130	166.8
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2011"	"2011"	131	71610	182.9
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2012"	"2012"	130	69742	186.4
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2013"	"2013"	122	67214	181.5
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2014"	"2014"	120	65139	184.2
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2015"	"2015"	103	62742	164.2
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2016"	"2016"	131	60236	217.5
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2017"	"2017"	136	59189	229.8
	"Rhode Island"	"44"	"40-44 years"	"40-44"	"2018"	"2018"	111	58781	188.8
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"1999"	"1999"	198	73294	270.1
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2000"	"2000"	220	75429	291.7
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2001"	"2001"	257	78184	328.7
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2002"	"2002"	269	80347	334.8
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2003"	"2003"	254	82350	308.4
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2004"	"2004"	280	83550	335.1
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2005"	"2005"	237	83561	283.6
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2006"	"2006"	275	84040	327.2
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2007"	"2007"	229	83684	273.6
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2008"	"2008"	265	82860	319.8
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2009"	"2009"	273	82018	332.9
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2010"	"2010"	257	81300	316.1
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2011"	"2011"	214	78760	271.7
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2012"	"2012"	209	76641	272.7
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2013"	"2013"	249	75038	331.8
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2014"	"2014"	221	73085	302.4
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2015"	"2015"	200	71306	280.5
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2016"	"2016"	194	69949	277.3
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2017"	"2017"	190	68254	278.4
	"Rhode Island"	"44"	"45-49 years"	"45-49"	"2018"	"2018"	179	66143	270.6
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"1999"	"1999"	284	63917	444.3
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2000"	"2000"	293	66434	441.0
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2001"	"2001"	305	70182	434.6
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2002"	"2002"	288	69872	412.2
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2003"	"2003"	339	71128	476.6
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2004"	"2004"	330	72481	455.3
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2005"	"2005"	338	74271	455.1
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2006"	"2006"	334	75956	439.7
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2007"	"2007"	347	77519	447.6
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2008"	"2008"	348	79247	439.1
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2009"	"2009"	350	80658	433.9
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2010"	"2010"	335	81050	413.3
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2011"	"2011"	345	81203	424.9
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2012"	"2012"	331	81074	408.3
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2013"	"2013"	363	80066	453.4
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2014"	"2014"	358	79545	450.1
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2015"	"2015"	323	78525	411.3
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2016"	"2016"	330	76808	429.6
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2017"	"2017"	302	75146	401.9
	"Rhode Island"	"44"	"50-54 years"	"50-54"	"2018"	"2018"	260	73227	355.1
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"1999"	"1999"	336	48135	698.0
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2000"	"2000"	360	49982	720.3
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2001"	"2001"	335	52264	641.0
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2002"	"2002"	437	57369	761.7
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2003"	"2003"	402	59634	674.1
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2004"	"2004"	410	62256	658.6
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2005"	"2005"	420	64813	648.0
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2006"	"2006"	439	67162	653.6
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2007"	"2007"	451	66245	680.8
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2008"	"2008"	438	67195	651.8
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2009"	"2009"	453	68918	657.3
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2010"	"2010"	443	70634	627.2
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2011"	"2011"	468	72956	641.5
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2012"	"2012"	518	74965	691.0
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2013"	"2013"	460	76580	600.7
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2014"	"2014"	484	77434	625.0
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2015"	"2015"	522	77841	670.6
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2016"	"2016"	523	77956	670.9
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2017"	"2017"	530	77761	681.6
	"Rhode Island"	"44"	"55-59 years"	"55-59"	"2018"	"2018"	483	76974	627.5
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"1999"	"1999"	454	38740	1171.9
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2000"	"2000"	415	39007	1063.9
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2001"	"2001"	460	39870	1153.7
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2002"	"2002"	479	41318	1159.3
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2003"	"2003"	449	43992	1020.6
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2004"	"2004"	457	45973	994.1
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2005"	"2005"	494	47377	1042.7
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2006"	"2006"	469	49016	956.8
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2007"	"2007"	525	53481	981.7
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2008"	"2008"	533	55180	965.9
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2009"	"2009"	517	57794	894.6
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2010"	"2010"	557	59955	929.0
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2011"	"2011"	615	62720	980.5
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2012"	"2012"	509	61917	822.1
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2013"	"2013"	624	63298	985.8
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2014"	"2014"	585	64950	900.7
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2015"	"2015"	639	66984	954.0
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2016"	"2016"	640	68939	928.4
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2017"	"2017"	621	70817	876.9
	"Rhode Island"	"44"	"60-64 years "	"60-64"	"2018"	"2018"	650	72184	900.5
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"1999"	"1999"	643	36565	1758.5
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2000"	"2000"	650	36023	1804.4
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2001"	"2001"	648	35173	1842.3
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2002"	"2002"	577	35005	1648.3
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2003"	"2003"	598	35159	1700.8
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2004"	"2004"	585	35459	1649.8
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2005"	"2005"	553	35548	1555.6
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2006"	"2006"	567	36203	1566.2
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2007"	"2007"	565	37387	1511.2
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2008"	"2008"	587	39768	1476.1
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2009"	"2009"	560	41637	1345.0
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2010"	"2010"	627	42802	1464.9
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2011"	"2011"	603	44625	1351.3
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2012"	"2012"	644	49017	1313.8
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2013"	"2013"	749	50650	1478.8
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2014"	"2014"	690	52633	1311.0
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2015"	"2015"	739	54776	1349.1
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2016"	"2016"	715	57038	1253.6
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2017"	"2017"	748	56949	1313.5
	"Rhode Island"	"44"	"65-69 years"	"65-69"	"2018"	"2018"	814	57725	1410.1
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"1999"	"1999"	1090	38437	2835.8
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2000"	"2000"	1014	37661	2692.4
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2001"	"2001"	994	36545	2719.9
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2002"	"2002"	978	35019	2792.8
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2003"	"2003"	873	33712	2589.6
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2004"	"2004"	864	32543	2654.9
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2005"	"2005"	837	31599	2648.8
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2006"	"2006"	740	30693	2411.0
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2007"	"2007"	708	30490	2322.1
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2008"	"2008"	730	30647	2382.0
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2009"	"2009"	695	30881	2250.6
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2010"	"2010"	701	31077	2255.7
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2011"	"2011"	680	31860	2134.3
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2012"	"2012"	711	33018	2153.4
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2013"	"2013"	736	35487	2074.0
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2014"	"2014"	805	37018	2174.6
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2015"	"2015"	810	38578	2099.6
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2016"	"2016"	812	39895	2035.3
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2017"	"2017"	982	43461	2259.5
	"Rhode Island"	"44"	"70-74 years"	"70-74"	"2018"	"2018"	947	44870	2110.5
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"1999"	"1999"	1413	33734	4188.7
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2000"	"2000"	1511	34076	4434.2
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2001"	"2001"	1436	33882	4238.2
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2002"	"2002"	1516	33589	4513.4
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2003"	"2003"	1315	33038	3980.3
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2004"	"2004"	1270	32472	3911.1
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2005"	"2005"	1253	31417	3988.3
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2006"	"2006"	1238	30656	4038.4
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2007"	"2007"	1131	29180	3875.9
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2008"	"2008"	1072	28076	3818.2
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2009"	"2009"	983	26994	3641.5
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2010"	"2010"	980	26645	3678.0
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2011"	"2011"	966	26117	3698.7
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2012"	"2012"	884	26093	3387.9
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2013"	"2013"	911	26140	3485.1
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2014"	"2014"	913	26603	3431.9
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2015"	"2015"	954	27059	3525.6
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2016"	"2016"	902	27685	3258.1
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2017"	"2017"	977	28775	3395.3
	"Rhode Island"	"44"	"75-79 years"	"75-79"	"2018"	"2018"	1048	30741	3409.1
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"1999"	"1999"	1615	23522	6865.9
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2000"	"2000"	1677	23745	7062.5
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2001"	"2001"	1708	24555	6955.8
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2002"	"2002"	1718	25318	6785.7
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2003"	"2003"	1743	25593	6810.5
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2004"	"2004"	1692	25955	6519.0
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2005"	"2005"	1707	26110	6537.7
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2006"	"2006"	1614	26008	6205.8
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2007"	"2007"	1603	25730	6230.1
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2008"	"2008"	1593	25528	6240.2
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2009"	"2009"	1511	25261	5981.6
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2010"	"2010"	1534	24607	6234.0
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2011"	"2011"	1385	24033	5762.9
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2012"	"2012"	1284	22937	5597.9
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2013"	"2013"	1322	22209	5952.5
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2014"	"2014"	1263	21584	5851.6
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2015"	"2015"	1297	21150	6132.4
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2016"	"2016"	1222	20986	5822.9
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2017"	"2017"	1206	20906	5768.7
	"Rhode Island"	"44"	"80-84 years"	"80-84"	"2018"	"2018"	1187	21066	5634.7
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"1999"	"1999"	1575	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2000"	"2000"	1639	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2001"	"2001"	1600	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2002"	"2002"	1671	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2003"	"2003"	1704	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2004"	"2004"	1653	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2005"	"2005"	1750	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2006"	"2006"	1692	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2007"	"2007"	1765	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2008"	"2008"	1728	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2009"	"2009"	1744	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2010"	"2010"	1796	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2011"	"2011"	1781	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2012"	"2012"	1708	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2013"	"2013"	1749	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2014"	"2014"	1750	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2015"	"2015"	1750	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2016"	"2016"	1554	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2017"	"2017"	1644	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"85-89 years"	"85-89"	"2018"	"2018"	1587	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"1999"	"1999"	1054	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2000"	"2000"	1114	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2001"	"2001"	1112	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2002"	"2002"	1115	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2003"	"2003"	1126	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2004"	"2004"	1155	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2005"	"2005"	1276	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2006"	"2006"	1212	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2007"	"2007"	1256	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2008"	"2008"	1296	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2009"	"2009"	1221	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2010"	"2010"	1228	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2011"	"2011"	1371	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2012"	"2012"	1386	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2013"	"2013"	1433	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2014"	"2014"	1440	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2015"	"2015"	1580	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2016"	"2016"	1480	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2017"	"2017"	1520	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"90-94 years"	"90-94"	"2018"	"2018"	1519	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"1999"	"1999"	366	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2000"	"2000"	420	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2001"	"2001"	443	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2002"	"2002"	463	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2003"	"2003"	432	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2004"	"2004"	442	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2005"	"2005"	505	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2006"	"2006"	475	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2007"	"2007"	541	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2008"	"2008"	527	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2009"	"2009"	498	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2010"	"2010"	509	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2011"	"2011"	576	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2012"	"2012"	592	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2013"	"2013"	605	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2014"	"2014"	631	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2015"	"2015"	668	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2016"	"2016"	673	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2017"	"2017"	729	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"95-99 years"	"95-99"	"2018"	"2018"	748	Not Applicable	Not Applicable
